House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
30,Bradford Avenue,Sheila,Jordan,49,None,Married,Female,"Exhibitions officer, museum/gallery",None,Catholic
30,Bradford Avenue,Gerald,Jordan,53,None,Married,Male,"Geologist, wellsite",None,Catholic
30,Bradford Avenue,Arthur,Jordan,13,None,NA,Male,Student,None,NA
31,Bradford Avenue,Lynda,Taylor,32,Head,Single,Female,"Scientist, biomedical",None,None
31,Bradford Avenue,Megan,Atkinson,30,Lodger,Single,Female,"Librarian, public",None,Methodist
32,Bradford Avenue,Damian,Peters,95,Head,Married,Male,Retired Medical secretary,Unknown Infection,Christian
32,Bradford Avenue,Vanessa,Peters,93,Wife,Married,Female,"Retired Editor, magazine features",None,Christian
33,Bradford Avenue,Dominic,Woods,37,Head,Divorced,Male,Paediatric nurse,None,Christian
33,Bradford Avenue,Kim,Woods,50,Cousin,Single,Female,Maintenance engineer,None,Christian
34,Bradford Avenue,Linda,Russell,44,Head,Divorced,Female,Unemployed,None,Catholic
34,Bradford Avenue,Victoria,Russell,1,Daughter,NA,Female,Child,None,NA
34,Bradford Avenue,Abbie,Russell,0,Daughter,NA,Female,Child,None,NA
34,Bradford Avenue,Susan,Saunders,24,Sibling,Single,Female,Fashion designer,None,Methodist
1,Violet Dale,Declan,Ellis,38,Head,Divorced,Male,Event organiser,None,None
2,Violet Dale,Kimberley,Day,76,Head,Married,Female,Retired Higher education careers adviser,None,None
2,Violet Dale,Gary,Day,79,Husband,Married,Male,Retired IT trainer,None,None
3,Violet Dale,Megan,Goodwin,42,Head,Divorced,Female,Amenity horticulturist,None,Christian
4,Violet Dale,Danielle,Thompson,46,Head,Single,Female,Toxicologist,None,Catholic
4,Violet Dale,Sean,Thompson,15,Son,NA,Male,Student,None,NA
5,Violet Dale,Sian,Allen,46,Head,Single,Female,"Scientist, audiological",None,Christian
5,Violet Dale,Shaun,Harrison,47,Partner,Single,Male,Applications developer,None,Christian
5,Violet Dale,Hugh,Allen,16,Son,NA,Male,Student,None,NA
6,Violet Dale,Josh,Robinson,72,Head,Widowed,Male,Retired Site engineer,None,Christian
7,Violet Dale,Stuart,Morrison,51,Head,Single,Male,Politician's assistant,None,Jewish
8,Violet Dale,Tom,Wilson,60,Head,Single,Male,Art therapist,None,Methodist
9,Violet Dale,Sally,Stewart,76,Head,Widowed,Female,Retired Corporate investment banker,None,Christian
10,Violet Dale,Rosemary,Smith,65,Head,Divorced,Female,"Civil engineer, consulting",None,Christian
11,Violet Dale,Oliver,Cooper,51,Head,Married,Male,"Designer, textile",None,Christian
11,Violet Dale,Sally,Cooper,49,Wife,Married,Female,"Therapist, occupational",None,Christian
12,Violet Dale,Guy,Humphries,39,Head,Divorced,Male,Air cabin crew,None,Catholic
13,Violet Dale,Timothy,Willis,65,Head,Widowed,Male,Chief Financial Officer,None,Christian
14,Violet Dale,Terence,Banks,24,Head,Single,Male,"Buyer, retail",None,Methodist
15,Violet Dale,Lisa,Cooper,74,Head,Widowed,Female,Retired Sales promotion account executive,None,Catholic
1,Cameron Mall,John,Stokes,61,Head,Divorced,M,Community education officer,None,Christian
2,Cameron Mall,Gregory,Coles,75,Head,Single,Male,Retired Geographical information systems officer,None,Sikh
3,Cameron Mall,Connor,Miles,30,Head,Single,Male,"Engineer, electronics",None,None
4,Cameron Mall,Kenneth,Rogers,41,Head,Divorced,Male,Operations geologist,None,Methodist
5,Cameron Mall,Eric,Barnes,46,Head,Married,Male,"Designer, television/film set",None,None
5,Cameron Mall,Barbara,Barnes,39,Wife,Married,Female,Energy engineer,None,None
6,Cameron Mall,Gemma,Wall,35,Head,Married,Female,"Production assistant, television",None,Christian
6,Cameron Mall,William,Wall,39,Husband,Married,Male,"Copywriter, advertising",None,Christian
6,Cameron Mall,Irene,Wall,2,Daughter,NA,Female,Child,None,NA
7,Cameron Mall,Karl,Johnston,38,Head,Single,Male,Industrial/product designer,None,None
7,Cameron Mall,Vincent,Potts,20,None,Single,Male,University Student,None,Catholic
8,Cameron Mall,Emily,Wilson,22,Head,Single,Female,University Student,None,Christian
9,Cameron Mall,Jasmine,Smith,52,Head,Divorced,Female,"Administrator, charities/voluntary organisations",None,Catholic
10,Cameron Mall,June,Hanson,48,Head,Married,Female,"Engineer, water",None,None
10,Cameron Mall,Richard,Hanson,49,Husband,Married,Male,Office manager,None,None
10,Cameron Mall,Garry,Hanson,14,Son,NA,Male,Student,None,NA
11,Cameron Mall,Laura,Mills,52,Head,Single,Female,"Designer, fashion/clothing",None,None
1,Cambridge Avenue,Clifford,Jackson,70,Head,Widowed,Male,Retired Fine artist,None,None
2,Cambridge Avenue,Roger,Newman,85,Head,Divorced,Male,Retired Optometrist,None,Christian
3,Cambridge Avenue,Carolyn,Jones,77,Head,Divorced,Female,Retired Intelligence analyst,None,Christian
4,Cambridge Avenue,Georgina,Walker,44,Head,Married,Female,Unemployed,None,None
4,Cambridge Avenue,Jonathan,Walker,43,Husband,Married,Male,Armed forces training and education officer,None,None
4,Cambridge Avenue,Kathleen,Russell,42,Lodger,Single,Female,Physiological scientist,None,Christian
5,Cambridge Avenue,Gillian,Wilson,68,Head,W,Female,Unemployed,None,None
5,Cambridge Avenue,Sandra,Wilson,34,Daughter,Single,Female,Printmaker,None,None
5,Cambridge Avenue,Geoffrey,Wilson,30,Son,Single,Male,"Surveyor, planning and development",None,None
6,Cambridge Avenue,Sean,White,104,Head,Married,Male,Retired Leisure centre manager,None,None
6,Cambridge Avenue,Gillian,White,103,Wife,Married,Female,Retired Adult nurse,None,None
7,Cambridge Avenue,Joshua,Naylor,19,Head,Single,Male,University Student,None,Catholic
7,Cambridge Avenue,Martin,Thompson,21,None,Single,Male,University Student,None,Methodist
7,Cambridge Avenue,Damian,Holloway,20,None,Single,Male,University Student,None,Catholic
8,Cambridge Avenue,Thomas,Green,60,Head,Single,Male,Ceramics designer,None,Christian
8,Cambridge Avenue,Adam,Barker,3,Grandson,NA,Male,Child,None,NA
9,Cambridge Avenue,Leonard,O'Neill,23,Head,Single,Male,Unemployed,None,Methodist
10,Cambridge Avenue,Mandy,Edwards,19,Head,Divorced,Female,University Student,None,Christian
11,Cambridge Avenue,Katherine,Reid,74,Head,Married,Female,"Retired Secretary, company",None,Christian
11,Cambridge Avenue,Jacob,Reid,75,Husband,Married,Male,Retired Operational researcher,None,Christian
12,Cambridge Avenue,Louise,Pugh,71,Head,Widowed,Female,Retired Trading standards officer,None,None
13,Cambridge Avenue,Barry,Williams,24,Head,Married,Male,Applications developer,None,Christian
13,Cambridge Avenue,Rachel,Williams,22,Wife,Married,Female,University Student,None,None
14,Cambridge Avenue,Emma,Newton,30,Head,Married,Female,Occupational hygienist,None,Christian
14,Cambridge Avenue,Eric,Newton,36,Husband,Married,Male,Barista,None,Christian
14,Cambridge Avenue,Susan,Newton,5,Daughter,NA,Female,Student,None,NA
15,Cambridge Avenue,Molly,Fisher,54,Head,Single,Female,"Restaurant manager, fast food",None,Catholic
15,Cambridge Avenue,Jemma,Fisher,33,Daughter,Single,Female,Theatre manager,None,Catholic
16,Cambridge Avenue,Aimee,Jones,84,Head,Widowed,Female,"Retired Psychologist, sport and exercise",None,Christian
17,Cambridge Avenue,Linda,Harris,61,Head,Single,Female,Public affairs consultant,None,None
17,Cambridge Avenue,Mathew,O'Brien,63,Partner,Single,Male,Estate agent,None,None
18,Cambridge Avenue,Leonard,Miller,38,Head,Single,Male,"Scientist, forensic",None,Methodist
19,Cambridge Avenue,Charlie,Jones,33,Head,Single,Male,Hydrogeologist,None,None
19,Cambridge Avenue,Amber,Johnson,30,Partner,Single,Female,Therapeutic radiographer,None,None
20,Cambridge Avenue,Diana,Morris,35,Head,Single,Female,Volunteer coordinator,None,None
21,Cambridge Avenue,Charlotte,Smith,61,Head,Married,Female,Ophthalmologist,None,Christian
21,Cambridge Avenue,Denis,Smith,66,Husband,Married,Male,IT trainer,None,Christian
21,Cambridge Avenue,Teresa,Smith,27,Daughter,Single,Female,Unemployed,None,None
22,Cambridge Avenue,Cheryl,Davey,29,Head,Single,Female,"Teacher, secondary school",None,None
23,Cambridge Avenue,Allan,Smith,51,Head,Single,Male,Translator,None,Christian
24,Cambridge Avenue,Kimberley,Morris,34,Head,Divorced,Female,Database administrator,None,None
24,Cambridge Avenue,Kathleen,Morris,1,Daughter,NA,Female,Child,None,NA
25,Cambridge Avenue,Lucy,Bates,50,Head,Divorced,Female,"Scientist, water quality",None,Catholic
25,Cambridge Avenue,Luke,Bates,0,Grandson,NA,Male,Child,None,NA
26,Cambridge Avenue,Diane,Smith,71,Head,Widowed,Female,Retired IT trainer,None,Muslim
27,Cambridge Avenue,Keith,Davies,38,Head,Married,Male,Accommodation manager,None,None
27,Cambridge Avenue,Lindsey,Davies,36,Wife,Married,Female,Unemployed,None,None
28,Cambridge Avenue,Karen,Hewitt,45,Head,Married,Female,Field trials officer,None,None
28,Cambridge Avenue,Callum,Hewitt,47,Husband,Married,Male,Museum/gallery curator,None,None
29,Cambridge Avenue,John,Murphy,18,Head,Single,Male,University Student,None,Methodist
29,Cambridge Avenue,Nathan,Cook,19,None,Single,Male,University Student,None,Christian
30,Cambridge Avenue,Georgia,Banks,79,Head,Widowed,Female,Retired Manufacturing systems engineer,None,Christian
31,Cambridge Avenue,Philip,Dennis,84,Head,Married,Male,"Retired Accountant, chartered certified",None,Christian
31,Cambridge Avenue,Barbara,Dennis,81, ,Married,Female,Retired Arts development officer,None,Christian
32,Cambridge Avenue,Sean,Evans,105,Head,Widowed,Male,Retired Naval architect,None,Christian
33,Cambridge Avenue,Beverley,Stevenson,38,Head,Divorced,Female,Unemployed,None,None
33,Cambridge Avenue,Karen,Stevenson,10,Daughter,NA,Female,Student,None,NA
34,Cambridge Avenue,Dale,Parker,84,Head,Single,Male,Retired Osteopath,None,Christian
35,Cambridge Avenue,Julie,Spencer,84,Head,Single,Female,Retired Rural practice surveyor,None,Christian
36,Cambridge Avenue,Michael,Hayes,43,Head,Single,Male,Haematologist,None,Christian
37,Cambridge Avenue,Fiona,Sullivan,68,Head,Single,Female,Retired Office manager,None,Christian
38,Cambridge Avenue,Charles,Bryant,41,Head,Single,Male,Counselling psychologist,None,None
39,Cambridge Avenue,Kyle,Walton,54,Head,Married,Male,"Engineer, drilling",None,Jewish
39,Cambridge Avenue,Molly,Walton,53,Wife,Married,Female,"Engineer, biomedical",None,Jewish
40,Cambridge Avenue,Carole,West,43,Head,Divorced,Female,Newspaper journalist,None,Jewish
41,Cambridge Avenue,Rebecca,Hanson,32,Head,Single,Female,Records manager,None,None
41,Cambridge Avenue,Donald,Hanson,6,Son,NA,Male,Student,None,NA
42,Cambridge Avenue,Anne,Fletcher,19,Head,Single,Female,University Student,None,Catholic
42,Cambridge Avenue,Matthew,Gallagher, ,Partner,Single,Male,Agricultural consultant,None,None
42,Cambridge Avenue,Denis,Fletcher,2,Son,NA,Male,Child,None,NA
43,Cambridge Avenue,Denise,Hall,31,Head,Widowed,Female,Warden/ranger,None,Muslim
44,Cambridge Avenue,Natalie,Naylor,30,Head,Single,Female,"Education officer, museum",None,None
45,Cambridge Avenue,Danny,Griffiths,29,Head,Married,Male,"Civil engineer, contracting",None,None
45,Cambridge Avenue,Denise,Griffiths,29,Wife,Married,Female,Statistician,None,None
46,Cambridge Avenue,Samantha,Jenkins,65,Head,Married,Female,Theatre director,None,Christian
46,Cambridge Avenue,Neil,Jenkins,63,Husband,Married,Male,"Designer, fashion/clothing",None,Christian
47,Cambridge Avenue,Anne,Martin,74,Head,Married,Female,Retired Lexicographer,None,Christian
47,Cambridge Avenue,Callum,Martin,76,Husband,Married,Male,Retired Printmaker,None,Christian
48,Cambridge Avenue,Jasmine,Cooper,37,Head,Single,Female,Human resources officer,None,None
48,Cambridge Avenue,Ashley,Simpson,34,None,Single,Male,Production engineer,None,None
48,Cambridge Avenue,Emma,Jones,62,None,Single,Female,"Biochemist, clinical",None,None
1,Rogers Brooks,Carol,Brown,31,Head,Single,Female,Claims inspector/assessor,None,None
1,Rogers Brooks,Toby,Reed,33,Partner,Single,Male,Planning and development surveyor,None,None
1,Rogers Brooks,Amber,Robinson,25,Lodger,Single,Female,Public relations account executive,None,None
2,Rogers Brooks,Hugh,Cole,66,Head,Widowed,Male,Proofreader,None,Christian
3,Rogers Brooks,Jeffrey,Donnelly,29,Head,Divorced,Male,Microbiologist,None,Christian
4,Rogers Brooks,Clive,Steele,58,Head,Single,m,IT trainer,None,Christian
4,Rogers Brooks,Jane,Steele,17,Granddaughter,NA,Female,Student,None,NA
1,Stormhawk Drive,Megan,Smith,43,Head,Single,Female,"Psychotherapist, child",None,None
1,Stormhawk Drive,Mary,Smith,5,Daughter,NA,Female,Student,None,NA
2,Stormhawk Drive,Sylvia,Andrews,56,Head,Divorced,Female,Unemployed,None,Christian
2,Stormhawk Drive,Victor,Johnston,39,Son,Divorced,Male,Charity officer,None,None
3,Stormhawk Drive,Gillian,Brown,47,Head,Married,Female,Air traffic controller,None,Christian
3,Stormhawk Drive,Mark,Brown,49,Husband,Married,Male,Clinical molecular geneticist,None,None
3,Stormhawk Drive,Vincent,Brown,14,Son,NA,Male,Student,None,NA
4,Stormhawk Drive,Jasmine,Wilson,66,Head,Widowed,Female,"Scientist, marine",None,None
4,Stormhawk Drive,Geoffrey,Wilson,35,Son,Divorced,Male,Media buyer,None,None
4,Stormhawk Drive,Marcus,Wilson,35,Son,Single,Male,Public affairs consultant,None,None
4,Stormhawk Drive,Francis,Wilson,32,Son,Divorced,Male,"Exhibitions officer, museum/gallery",None,None
4,Stormhawk Drive,Gerald,Wilson,28,Son,Single,Male,"Programmer, multimedia",None,None
5,Stormhawk Drive,Gerard,Allen,82,Head,Widowed,Male,Retired Games developer,None,Christian
6,Stormhawk Drive,Amanda,Norman,69,Head,Widowed,Female,Retired Nutritional therapist,None,Christian
7,Stormhawk Drive,Joanne,Burgess,30,Head,Single,Female,Armed forces operational officer,None,Methodist
7,Stormhawk Drive,Carole,Burgess,6,Daughter,NA,Female,Student,None,NA
8,Stormhawk Drive,Alexander,Watson,63,Head,Single,Male,Land,None,Christian
8,Stormhawk Drive,Deborah,Watson,14,Granddaughter,NA,Female,Student,None,NA
9,Stormhawk Drive,Shane,O'Connor,26,Head,Married,Male,Corporate treasurer,None,None
9,Stormhawk Drive,Julie,O'Connor,24,Wife,Married,Female,English as a second language teacher,None,None
9,Stormhawk Drive,Philip,O'Connor,3,Son,NA,Male,Child,None,NA
9,Stormhawk Drive,Julia,O'Connor,3,Daughter,NA,Female,Child,None,NA
1,Thompson Forges,Angela,Frost,28,Head,Married,Female,Multimedia specialist,None,None
1,Thompson Forges,Leonard,Frost,27,Husband,Married,Male,Unemployed,None,None
1,Thompson Forges,Declan,Frost,10,Son,NA,Male,Student,None,NA
1,Thompson Forges,Ian,Frost,6,Son,NA,Male,Student,None,NA
2,Thompson Forges,Linda,Bailey,37,Head,Married,Female,Technical sales engineer,None,Methodist
2,Thompson Forges,Paul,Bailey,46,Husband,Married,Male,Corporate investment banker,None,Methodist
2,Thompson Forges,Michael,Bailey,6,Son,NA,Male,Student,None,NA
3,Thompson Forges,Bethan,Young,60,Head,Married,Female,Risk analyst,None,Christian
3,Thompson Forges,Abdul,Young,62,Husband,Married,Male,Volunteer coordinator,None,Christian
3,Thompson Forges,Yvonne,Young,28,Daughter,Divorced,Female,Trade union research officer,None,Christian
3,Thompson Forges,Joan,Young,28,Daughter,Single,Female,Marketing executive,None,Christian
3,Thompson Forges,Marcus,Young,27,Son,Divorced,Male,Chartered management accountant,None,Christian
4,Thompson Forges,Lindsey,Scott,67,Head,Married,Female,Accounting technician,None,None
4,Thompson Forges,Conor,Scott,66,Husband,Married,Male,"Runner, broadcasting/film/video",None,None
5,Thompson Forges,William,Harris,42,Head,Married,Male,Careers adviser,None,None
5,Thompson Forges,Rita,Harris,39,Wife,Married,Female,Biomedical scientist,None,None
5,Thompson Forges,Phillip,Harris,12,Step-Son,NA,Male,Student,None,NA
5,Thompson Forges,Barry,King-Harris,7,Step-Son,NA,Male,Student,None,NA
5,Thompson Forges,Helen,Williams,5,Step-Daughter,NA,Female,Student,None,NA
6,Thompson Forges,Yvonne,White,25,Head,Married,Female,Actor,None,None
6,Thompson Forges,Shane,White,27,Husband,Married,Male,"Engineer, control and instrumentation",None,None
7,Thompson Forges,Helen,Connor,33,Head,Single,Female,Insurance account manager,None,None
7,Thompson Forges,Russell,Johnston,30,Partner,Single,Male,"Radiographer, therapeutic",None,None
8,Thompson Forges,Marian,Adams,41,Head,Married,Female,"Solicitor, Scotland",None,Christian
8,Thompson Forges,Kirsty,Adams,43,Wife,Married,Female,"Engineer, site",None,Christian
8,Thompson Forges,Jason,Adams,17,Son,NA,Male,Student,None,NA
8,Thompson Forges,Charlotte,Adams,16,Daughter,NA,Female,Student,None,NA
8,Thompson Forges,Garry,Adams,16,Son,NA,Male,Student,None,NA
9,Thompson Forges,Abigail,Willis,40,Head,Single,Female,Unemployed,None,Catholic
9,Thompson Forges,Judith,Willis,11,Daughter,NA,Female,Student,None,NA
10,Thompson Forges,Zoe,Wood,28,Head,Single,Female,Minerals surveyor,None,Catholic
10,Thompson Forges,Christian,Sinclair,3,Son,NA,Male,Child,None,NA
11,Thompson Forges,Donald,Hall,76,Head,Widowed,Male,Retired Community development worker,None,Christian
12,Thompson Forges,Melissa,Carr,31,Head,Married,Female,Medical illustrator,None,None
12,Thompson Forges,Joel,Carr,34,Husband,Married,Male,Purchasing manager,None,None
12,Thompson Forges,Paula,Carr,11,Daughter,NA,Female,Student,None,NA
13,Thompson Forges,Cheryl,Owen,68,Head,Married,Female,Retired Cabin crew,None,Methodist
13,Thompson Forges,Charles,Owen,71,Husband,Married,Male,"Retired Engineer, communications",None,Methodist
14,Thompson Forges,Angela,Evans,64,Head,Married,Female,"Scientist, research (maths)",None,Christian
14,Thompson Forges,Damien,Evans,70,Husband,Married,Male,Retired Tax inspector,None,Christian
14,Thompson Forges,Kate,Evans,28,Adopted Daughter,Single,Female,Chief Operating Officer,None,Christian
14,Thompson Forges,Frank,Bibi,27,Son,Single,Male,Forest/woodland manager,None,Christian
14,Thompson Forges,Leslie,Bibi,7,Son,NA,Male,Student,None,NA
1,Pratt Street,Kim,Reynolds,53,Head,Single,Female,Unemployed,None,Christian
1,Pratt Street,Gareth,Reynolds,17,Son,NA,Male,Student,None,NA
1,Pratt Street,Graham,Reynolds,15,Son,NA,Male,Student,None,NA
1,Pratt Street,Heather,Reynolds,12,Daughter,NA,Female,Student,None,NA
2,Pratt Street,Jenna,Clarke,38,Head,Single,Female,"Horticulturist, amenity",None,Catholic
2,Pratt Street,Glen,Marsh,39,Partner,Single,Male,Learning mentor,None,Catholic
2,Pratt Street,Michelle,Hopkins,53,Lodger,Single,Female,"Scientist, physiological",None,Catholic
2,Pratt Street,Sylvia,Parker,35,Lodger,Single,Female,"Conservator, museum/gallery",None,None
2,Pratt Street,Joe,Bryan,51,Lodger,Single,Male,Broadcast engineer,None,None
3,Pratt Street,Gillian,Stephenson-Singh,56,Head,Divorced,Female,Insurance account manager,None,Christian
3,Pratt Street,Joseph,Stephenson-Singh,16,Son,NA,Male,Student,None,NA
3,Pratt Street,Justin,Stephenson-Singh,13,Adopted Son,NA,Male,Student,None,NA
